Instituição financeira;tx a.m.;tx a.a.;data_i;data_f;segmento;modalidade;tipo_encargo;nome_do_arquivo
BCO CREFISA S.A.;3,81%;56,58%;13/05/2020;19/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-13-05-2020.csv
BCO CAPITAL S.A.;4,34%;66,58%;13/05/2020;19/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-13-05-2020.csv
FINAMAX S.A. CFI;5,06%;80,88%;13/05/2020;19/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-13-05-2020.csv
VIA CERTA FINANCIADORA S.A. - CFI;5,21%;83,84%;13/05/2020;19/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-13-05-2020.csv
BANCO DIGIO;10,39%;227,48%;13/05/2020;19/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-13-05-2020.csv
BCO J.P. MORGAN S.A.;0,33%;4,06%;14/05/2020;20/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-14-05-2020.csv
BCO CITIBANK S.A.;0,54%;6,64%;14/05/2020;20/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-14-05-2020.csv
BCO DE LAGE LANDEN BRASIL S.A.;0,57%;7,05%;14/05/2020;20/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-14-05-2020.csv
BCO MERCEDES-BENZ S.A.;0,59%;7,33%;14/05/2020;20/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-14-05-2020.csv
BCO SAFRA S.A.;0,65%;8,02%;14/05/2020;20/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-14-05-2020.csv
BCO SOCIETE GENERALE BRASIL;0,67%;8,40%;14/05/2020;20/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-14-05-2020.csv
BANCO BTG PACTUAL S.A.;0,69%;8,54%;14/05/2020;20/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-14-05-2020.csv
BCO SANTANDER (BRASIL) S.A.;0,70%;8,68%;14/05/2020;20/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-14-05-2020.csv
BCO VOTORANTIM S.A.;0,71%;8,86%;14/05/2020;20/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-14-05-2020.csv
BCO BRADESCO S.A.;0,80%;10,00%;14/05/2020;20/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-14-05-2020.csv
BCO INDUSTRIAL DO BRASIL S.A.;0,92%;11,62%;14/05/2020;20/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-14-05-2020.csv
BCO FIBRA S.A.;1,02%;12,95%;14/05/2020;20/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-14-05-2020.csv
BCO ABC BRASIL S.A.;1,05%;13,37%;14/05/2020;20/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-14-05-2020.csv
ITAÚ UNIBANCO S.A.;1,12%;14,31%;14/05/2020;20/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-14-05-2020.csv
BCO DO ESTADO DO RS S.A.;1,13%;14,40%;14/05/2020;20/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-14-05-2020.csv
BCO DAYCOVAL S.A;1,13%;14,45%;14/05/2020;20/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-14-05-2020.csv
BCO DO BRASIL S.A.;1,20%;15,45%;14/05/2020;20/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-14-05-2020.csv
HS FINANCEIRA;1,28%;16,44%;14/05/2020;20/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-14-05-2020.csv
BCO DO NORDESTE DO BRASIL S.A.;1,50%;19,61%;14/05/2020;20/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-14-05-2020.csv
CAIXA ECONOMICA FEDERAL;1,59%;20,86%;14/05/2020;20/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-14-05-2020.csv
GAZINCRED S.A. SCFI;1,59%;20,87%;14/05/2020;20/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-14-05-2020.csv
BCO RIBEIRAO PRETO S.A.;1,62%;21,20%;14/05/2020;20/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-14-05-2020.csv
BCO SOFISA S.A.;1,63%;21,40%;14/05/2020;20/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-14-05-2020.csv
OMNI BANCO S.A.;1,70%;22,39%;14/05/2020;20/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-14-05-2020.csv
BANCO RANDON S.A.;1,70%;22,44%;14/05/2020;20/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-14-05-2020.csv
BANCO MONEO S.A.;1,73%;22,87%;14/05/2020;20/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-14-05-2020.csv
SANTINVEST S.A. - CFI;1,75%;23,16%;14/05/2020;20/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-14-05-2020.csv
BCO BNP PARIBAS BRASIL S A;1,85%;24,60%;14/05/2020;20/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-14-05-2020.csv
BCO GUANABARA S.A.;1,90%;25,40%;14/05/2020;20/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-14-05-2020.csv
BCO RENDIMENTO S.A.;1,99%;26,62%;14/05/2020;20/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-14-05-2020.csv
BCO MAXINVEST S.A.;2,00%;26,75%;14/05/2020;20/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-14-05-2020.csv
BCO BANESTES S.A.;2,09%;28,15%;14/05/2020;20/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-14-05-2020.csv
BANCO ORIGINAL;2,09%;28,17%;14/05/2020;20/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-14-05-2020.csv
BCO LUSO BRASILEIRO S.A.;2,30%;31,32%;14/05/2020;20/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-14-05-2020.csv
BCO DA AMAZONIA S.A.;2,33%;31,86%;14/05/2020;20/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-14-05-2020.csv
CARUANA SCFI;2,57%;35,59%;14/05/2020;20/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-14-05-2020.csv
BCO TRIANGULO S.A.;2,68%;37,37%;14/05/2020;20/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-14-05-2020.csv
SANTANA S.A. - CFI;3,00%;42,62%;14/05/2020;20/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-14-05-2020.csv
BRB - BCO DE BRASILIA S.A.;3,08%;43,89%;14/05/2020;20/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-14-05-2020.csv
BCO A.J. RENNER S.A.;3,11%;44,46%;14/05/2020;20/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-14-05-2020.csv
BCO CREFISA S.A.;3,73%;55,17%;14/05/2020;20/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-14-05-2020.csv
BIORC FINANCEIRA - CFI S.A.;3,73%;55,21%;14/05/2020;20/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-14-05-2020.csv
BCO MERCANTIL DO BRASIL S.A.;3,82%;56,79%;14/05/2020;20/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-14-05-2020.csv
BCO DO EST. DE SE S.A.;3,89%;58,15%;14/05/2020;20/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-14-05-2020.csv
BCO CAPITAL S.A.;4,34%;66,58%;14/05/2020;20/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-14-05-2020.csv
FINAMAX S.A. CFI;4,82%;75,96%;14/05/2020;20/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-14-05-2020.csv
VIA CERTA FINANCIADORA S.A. - CFI;5,20%;83,65%;14/05/2020;20/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-14-05-2020.csv
BANCO DIGIO;10,39%;227,48%;14/05/2020;20/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-14-05-2020.csv
BCO J.P. MORGAN S.A.;0,34%;4,13%;15/05/2020;21/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-15-05-2020.csv
BCO CITIBANK S.A.;0,55%;6,76%;15/05/2020;21/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-15-05-2020.csv
BCO MERCEDES-BENZ S.A.;0,59%;7,26%;15/05/2020;21/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-15-05-2020.csv
BCO SAFRA S.A.;0,66%;8,23%;15/05/2020;21/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-15-05-2020.csv
BANCO FIDIS;0,67%;8,32%;15/05/2020;21/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-15-05-2020.csv
BCO SOCIETE GENERALE BRASIL;0,67%;8,40%;15/05/2020;21/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-15-05-2020.csv
BANCO BTG PACTUAL S.A.;0,68%;8,41%;15/05/2020;21/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-15-05-2020.csv
BCO SANTANDER (BRASIL) S.A.;0,69%;8,61%;15/05/2020;21/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-15-05-2020.csv
BCO VOTORANTIM S.A.;0,73%;9,08%;15/05/2020;21/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-15-05-2020.csv
BCO INDUSTRIAL DO BRASIL S.A.;0,90%;11,39%;15/05/2020;21/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-15-05-2020.csv
BCO FIBRA S.A.;1,02%;12,96%;15/05/2020;21/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-15-05-2020.csv
ITAÚ UNIBANCO S.A.;1,13%;14,43%;15/05/2020;21/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-15-05-2020.csv
BCO DO ESTADO DO RS S.A.;1,14%;14,60%;15/05/2020;21/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-15-05-2020.csv
BCO DAYCOVAL S.A;1,18%;15,14%;15/05/2020;21/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-15-05-2020.csv
BCO DO BRASIL S.A.;1,28%;16,55%;15/05/2020;21/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-15-05-2020.csv
HS FINANCEIRA;1,37%;17,78%;15/05/2020;21/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-15-05-2020.csv
BCO DO NORDESTE DO BRASIL S.A.;1,52%;19,86%;15/05/2020;21/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-15-05-2020.csv
CAIXA ECONOMICA FEDERAL;1,55%;20,27%;15/05/2020;21/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-15-05-2020.csv
GAZINCRED S.A. SCFI;1,59%;20,87%;15/05/2020;21/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-15-05-2020.csv
BANCO RANDON S.A.;1,63%;21,36%;15/05/2020;21/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-15-05-2020.csv
BCO SOFISA S.A.;1,64%;21,55%;15/05/2020;21/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-15-05-2020.csv
OMNI BANCO S.A.;1,70%;22,44%;15/05/2020;21/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-15-05-2020.csv
BCO BRADESCO S.A.;1,72%;22,77%;15/05/2020;21/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-15-05-2020.csv
SANTINVEST S.A. - CFI;1,75%;23,17%;15/05/2020;21/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-15-05-2020.csv
BANCO MONEO S.A.;1,76%;23,34%;15/05/2020;21/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-15-05-2020.csv
BCO RIBEIRAO PRETO S.A.;1,77%;23,44%;15/05/2020;21/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-15-05-2020.csv
BCO BNP PARIBAS BRASIL S A;1,79%;23,75%;15/05/2020;21/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-15-05-2020.csv
BCO GUANABARA S.A.;1,90%;25,40%;15/05/2020;21/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-15-05-2020.csv
BCO RENDIMENTO S.A.;2,00%;26,85%;15/05/2020;21/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-15-05-2020.csv
BCO MAXINVEST S.A.;2,03%;27,32%;15/05/2020;21/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-15-05-2020.csv
BCO BANESTES S.A.;2,05%;27,56%;15/05/2020;21/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-15-05-2020.csv
BANCO ORIGINAL;2,11%;28,47%;15/05/2020;21/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-15-05-2020.csv
BCO LUSO BRASILEIRO S.A.;2,30%;31,32%;15/05/2020;21/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-15-05-2020.csv
BCO DA AMAZONIA S.A.;2,32%;31,63%;15/05/2020;21/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-15-05-2020.csv
BCO TRIANGULO S.A.;2,83%;39,77%;15/05/2020;21/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-15-05-2020.csv
SANTANA S.A. - CFI;3,00%;42,65%;15/05/2020;21/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-15-05-2020.csv
BRB - BCO DE BRASILIA S.A.;3,05%;43,45%;15/05/2020;21/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-15-05-2020.csv
BCO A.J. RENNER S.A.;3,11%;44,46%;15/05/2020;21/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-15-05-2020.csv
BCO MERCANTIL DO BRASIL S.A.;3,42%;49,75%;15/05/2020;21/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-15-05-2020.csv
BCO CREFISA S.A.;3,57%;52,32%;15/05/2020;21/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-15-05-2020.csv
BIORC FINANCEIRA - CFI S.A.;3,73%;55,21%;15/05/2020;21/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-15-05-2020.csv
BCO DO EST. DE SE S.A.;3,89%;58,15%;15/05/2020;21/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-15-05-2020.csv
BCO CAPITAL S.A.;4,34%;66,58%;15/05/2020;21/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-15-05-2020.csv
FINAMAX S.A. CFI;4,82%;75,96%;15/05/2020;21/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-15-05-2020.csv
VIA CERTA FINANCIADORA S.A. - CFI;5,44%;88,78%;15/05/2020;21/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-15-05-2020.csv
BANCO DIGIO;10,39%;227,48%;15/05/2020;21/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-15-05-2020.csv
ICBC DO BRASIL BM S.A.;0,27%;3,24%;18/05/2020;22/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-18-05-2020.csv
BCO J.P. MORGAN S.A.;0,34%;4,12%;18/05/2020;22/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-18-05-2020.csv
BCO SUMITOMO MITSUI BRASIL S.A.;0,37%;4,55%;18/05/2020;22/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-18-05-2020.csv
BCO CITIBANK S.A.;0,54%;6,62%;18/05/2020;22/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-18-05-2020.csv
BCO MERCEDES-BENZ S.A.;0,58%;7,19%;18/05/2020;22/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-18-05-2020.csv
BCO VOTORANTIM S.A.;0,63%;7,79%;18/05/2020;22/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-18-05-2020.csv
BCO SAFRA S.A.;0,66%;8,24%;18/05/2020;22/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-18-05-2020.csv
BANCO FIDIS;0,67%;8,32%;18/05/2020;22/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-18-05-2020.csv
BCO SOCIETE GENERALE BRASIL;0,67%;8,40%;18/05/2020;22/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-18-05-2020.csv
BCO SANTANDER (BRASIL) S.A.;0,69%;8,61%;18/05/2020;22/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-18-05-2020.csv
BANCO BTG PACTUAL S.A.;0,69%;8,66%;18/05/2020;22/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-18-05-2020.csv
BCO INDUSTRIAL DO BRASIL S.A.;0,95%;12,03%;18/05/2020;22/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-18-05-2020.csv
BCO FIBRA S.A.;0,99%;12,54%;18/05/2020;22/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-18-05-2020.csv
BCO ABC BRASIL S.A.;1,07%;13,67%;18/05/2020;22/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-18-05-2020.csv
ITAÚ UNIBANCO S.A.;1,10%;14,04%;18/05/2020;22/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-18-05-2020.csv
BCO DO ESTADO DO RS S.A.;1,14%;14,56%;18/05/2020;22/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-18-05-2020.csv
BCO DAYCOVAL S.A;1,23%;15,80%;18/05/2020;22/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-18-05-2020.csv
BCO DO BRASIL S.A.;1,30%;16,77%;18/05/2020;22/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-18-05-2020.csv
HS FINANCEIRA;1,38%;17,94%;18/05/2020;22/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-18-05-2020.csv
CAIXA ECONOMICA FEDERAL;1,55%;20,25%;18/05/2020;22/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-18-05-2020.csv
BCO DO NORDESTE DO BRASIL S.A.;1,57%;20,59%;18/05/2020;22/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-18-05-2020.csv
GAZINCRED S.A. SCFI;1,59%;20,84%;18/05/2020;22/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-18-05-2020.csv
BCO SOFISA S.A.;1,59%;20,87%;18/05/2020;22/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-18-05-2020.csv
BANCO RANDON S.A.;1,61%;21,16%;18/05/2020;22/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-18-05-2020.csv
BCO BNP PARIBAS BRASIL S A;1,68%;22,16%;18/05/2020;22/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-18-05-2020.csv
OMNI BANCO S.A.;1,72%;22,70%;18/05/2020;22/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-18-05-2020.csv
BANCO MONEO S.A.;1,73%;22,78%;18/05/2020;22/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-18-05-2020.csv
SANTINVEST S.A. - CFI;1,75%;23,15%;18/05/2020;22/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-18-05-2020.csv
BCO RIBEIRAO PRETO S.A.;1,82%;24,18%;18/05/2020;22/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-18-05-2020.csv
